0.137521 341
0.139097 681
0.140673 1021
0.142249 1361
0.143825 1701
0.145401 2041
0.146977 2381
0.3219 2721
0.3219 3061
0.3219 3401
0.3219 3741
0.3219 4081
0.3219 4421
0.3219 4761
0.3219 5101
0.3219 5441
0.3219 5781
0.3219 6121
0.3219 6461
0.3219 6801
0.3219 7141
0.3219 7481
0.323476 7821
0.325052 8161
0.326628 8501
0.328204 8841
0.32978 9181
0.331356 9521
0.332932 9861
0.334508 10201
0.336084 10541
0.33766 10881
0.339236 11221
0.340812 11561
0.342388 11901
0.343964 12241
0.414071 12581
0.417223 12921
0.418799 13261
0.420375 13601
0.421951 13941
0.423527 14281
0.425103 14621
0.426679 14961
0.428255 15301
0.429831 15641
0.431407 15981
0.432983 16321
0.434559 16661
0.436135 17001
0.437711 17341
0.439287 17681
0.509393 18021
0.510969 18361
0.512545 18701
0.514121 19041
0.515697 19381
0.517273 19721
0.518849 20061
0.520425 20401
0.522001 20741
0.523577 21081
0.525153 21421
0.526729 21761
0.528305 22101
0.529881 22441
0.531457 22781
0.533033 23121
0.60314 23461
0.604716 23801
0.606292 24141
0.607868 24481
0.609444 24821
0.61102 25161
0.612596 25501
0.614172 25841
0.615748 26181
0.617324 26521
0.6189 26861
0.620476 27201
0.622052 27541
0.623628 27881
0.625204 28221
0.62678 28561
0.628356 28901
0.696886 29241
0.698462 29581
0.700038 29921
0.701614 30261
0.70319 30601
0.704766 30941
0.706342 31281
0.707918 31621
0.709494 31961
0.71107 32301
0.712646 32641
0.714222 32981
0.715798 33321
0.717374 33661
0.71895 34001
0.720526 34341
0.789056 34681
0.790632 35021
0.792208 35361
0.793784 35701
0.79536 36041
0.796936 36381
0.798512 36721
0.800088 37061
0.801664 37401
0.80324 37741
0.903329 38081
0.903329 38421
0.903329 38761
0.903329 39101
0.903329 39441
0.903329 39781
0.903329 40121
0.903329 40461
0.903329 40801
0.903329 41141
0.903329 41481
0.903329 41821
0.903329 42161
0.903329 42501
0.903329 42841
0.903329 43181
0.903329 43521
0.903329 43861
0.903329 44201
0.903329 44541
0.904905 44881
0.906481 45221
0.908057 45561
0.909633 45901
0.911209 46241
0.912785 46581
0.914361 46921
0.915937 47261
0.917513 47601
0.919089 47941
0.920665 48281
0.922241 48621
0.923817 48961
0.925393 49301
0.926969 49641
0.928545 49981
0.930121 50321
0.931697 50661
0.933273 51001
0.934849 51341
0.936425 51681
0.938001 52021
0.939577 52361
0.941153 52701
0.942729 53041
0.944305 53381
0.945881 53721
0.947457 54061
0.949033 54401
0.950609 54741
0.952185 55081
0.953761 55421
0.955337 55761
0.956913 56101
0.973436 56441
0.975012 56781
0.976588 57121
0.978164 57461
0.97974 57801
0.981316 58141
0.982892 58481
0.984468 58821
0.986044 59161
0.98762 59501
0.99081 59841
0.992386 60181
0.993962 60521
0.995538 60861
0.998652 61201
1.00023 61541
1.0018 61881
1.00338 62221
1.00496 62561
1.00653 62901
1.00811 63241
1.00968 63581
1.01126 63921
1.01284 64261
1.01441 64601
1.01599 64941
1.01756 65281
1.01914 65621
1.02072 65961
1.02229 66301
1.02387 66641
1.02544 66981
1.02702 67321
1.0286 67661
1.03017 68001
1.03175 68341
1.03332 68681
1.0349 69021
1.03648 69361
1.03805 69701
1.03963 70041
1.0412 70381
1.04278 70721
1.04436 71061
1.04593 71401
1.04751 71741
1.04908 72081
1.05066 72421
1.06718 72761
1.06876 73101
1.07033 73441
1.07191 73781
1.07349 74121
1.07506 74461
1.07664 74801
1.07821 75141
1.07979 75481
1.08137 75821
1.08456 76161
1.08613 76501
1.08771 76841
1.08928 77181
1.0924 77521
1.09397 77861
1.09555 78201
1.09713 78541
1.0987 78881
1.10028 79221
1.10185 79561
1.10343 79901
1.10501 80241
1.10658 80581
1.10816 80921
1.10973 81261
1.11131 81601
